product_id,product_name,category,subcategory,brand,unit_price,units_sold,revenue,avg_rating,return_rate_pct,stock_level,season
PROD-0205,Camping Tent 4P,Sports,Outdoor,FreshFoods,322.92,1633,527328.36,4.59,7.6,901,Autumn
PROD-0206,ThinkPad X1,Electronics,Laptops,TechPro,1289.27,2666,3437193.82,4.45,11.33,1214,Winter
PROD-0207,Galaxy S24,Electronics,Smartphones,FashionPlus,894.53,3989,3568280.17,3.5,11.85,1200,Winter
PROD-0208,Galaxy S24,Electronics,Smartphones,TechPro,744.42,2807,2089586.94,3.55,4.75,1891,Autumn
PROD-0209,ThinkPad X1,Electronics,Laptops,ReadWell,1213.13,606,735156.78,3.65,9.42,847,Summer
PROD-0210,AirPods Pro,Electronics,Headphones,FreshFoods,236.41,1638,387239.58,4.12,5.54,671,All-Year
PROD-0211,Ceramic Mug Set,Home & Garden,Kitchenware,FashionPlus,26.98,4350,117363.0,4.63,8.43,287,Spring
PROD-0212,Dark Chocolate Box,Food & Beverage,Snacks,FashionPlus,17.53,2959,51871.27,4.81,5.63,1811,Summer
PROD-0213,Sony WH-1000XM5,Electronics,Headphones,HomeStyle,360.92,3774,1362112.08,3.72,2.79,1989,Autumn
PROD-0214,Running Shoes Pro,Sports,Running,FreshFoods,174.9,189,33056.1,3.28,7.89,875,Winter
PROD-0215,Wool Scarf,Clothing,Accessories,TechPro,47.42,493,23378.06,4.83,6.39,33,All-Year
PROD-0216,Silk Dress,Clothing,Women's Wear,TechPro,165.11,2679,442329.69,4.58,6.16,1177,Autumn
PROD-0217,Data Science 101,Books,Non-Fiction,TechPro,58.35,4630,270160.5,3.18,6.92,230,All-Year
PROD-0218,Sony WH-1000XM5,Electronics,Headphones,FreshFoods,426.88,718,306499.84,4.15,5.89,1331,Summer
PROD-0219,MacBook Air,Electronics,Laptops,FashionPlus,1217.55,2268,2761403.4,3.93,10.73,1513,Summer
PROD-0220,Data Science 101,Books,Non-Fiction,HomeStyle,41.82,4712,197055.84,3.68,6.57,1418,Winter
PROD-0221,iPhone 15,Electronics,Smartphones,ReadWell,1086.28,52,56486.56,4.25,4.98,17,Summer
PROD-0222,Camping Tent 4P,Sports,Outdoor,ReadWell,261.7,1825,477602.5,4.17,9.33,1090,Winter
PROD-0223,Data Science 101,Books,Non-Fiction,FashionPlus,45.0,4705,211725.0,4.85,10.77,1464,All-Year
PROD-0224,AirPods Pro,Electronics,Headphones,SportMax,295.44,1688,498702.72,3.62,1.66,1092,All-Year
PROD-0225,Galaxy S24,Electronics,Smartphones,SportMax,961.96,567,545431.32,3.65,4.13,471,Summer
PROD-0226,iPad Air,Electronics,Tablets,HomeStyle,528.11,2220,1172404.2,3.47,11.08,1581,Autumn
PROD-0227,iPhone 15,Electronics,Smartphones,SportMax,1237.58,3601,4456525.58,3.25,11.4,52,Winter
PROD-0228,iPad Air,Electronics,Tablets,ReadWell,493.94,3592,1774232.48,3.8,2.86,779,All-Year
PROD-0229,ThinkPad X1,Electronics,Laptops,TechPro,1797.19,4150,7458338.5,4.83,8.83,249,Summer
PROD-0230,iPad Air,Electronics,Tablets,TechPro,760.94,4954,3769696.76,3.72,11.95,850,Summer
PROD-0231,iPad Air,Electronics,Tablets,TechPro,718.74,2947,2118126.78,3.96,6.35,1935,Winter
PROD-0232,iPhone 15,Electronics,Smartphones,TechPro,989.02,3440,3402228.8,3.8,10.36,726,Autumn
